Event Number,Lepton Isolated Count,Lepton Avg Isolation,Photon Isolated Count,Photon Avg Isolation,Dark Photon Produced
400,0,0.0,38,4.656791089649477,False
401,0,0.0,33,0.35436636444852043,False
402,0,0.0,44,1.5323714220091227,False
403,0,24.895797984888127,51,9.10781105682738,False
404,0,0.0,47,0.48163882732853613,False
405,0,0.0,35,2.401682931230251,False
406,1,42.52106109449757,66,4.255485334825004,False
407,0,14.293813106527494,58,9.748082008163943,False
408,0,0.0,50,1.9324461568725277,False
409,0,0.0,76,9.511574401718654,False
410,0,0.0,70,2.8143419531985137,False
411,0,0.0,31,2.2968514587224127,False
412,0,2.011552821963822,28,0.2924341598664433,False
413,0,0.0,67,1.035969108798763,False
414,0,0.0,54,2.651232298237822,False
415,0,0.0,29,0.9836978480683167,False
416,0,37.9437303072843,43,21.134892871692827,False
417,0,0.0,53,2.215493750741752,False
418,0,7.233569542146424,58,3.0549966251055776,False
419,0,0.0,33,0.2174452333331314,False
420,0,14.191550601764801,60,10.710599399716372,False
421,0,0.0,32,0.766657914985754,False
422,1,11.591826144009056,62,7.455093797254495,False
423,0,0.0,60,5.167525317582658,False
424,0,0.0,55,6.316628509043071,False
425,1,52.97642594806387,52,8.041761558743685,False
426,0,1.3437631212243188,49,5.029007183654213,False
427,0,1.2370467621338335,49,3.7182786580431544,False
428,2,19.734528790580644,45,3.0900497774902926,False
429,1,0.0,43,12.66106418266297,False
430,0,0.0,41,5.94396544494961,False
431,0,1.8309102540573485,47,8.64839834592103,False
432,2,0.8509295812751851,42,5.888526350145021,False
433,0,0.0,31,0.7680099275228148,False
434,0,11.977229398435519,74,13.416831418895118,False
435,0,4.710141121131308,54,2.3195392876929386,False
436,0,0.0,33,0.1482586779317207,False
437,1,35.92619849059599,48,2.3016818137273254,False
438,1,22.652808244461287,39,6.61759243583015,False
439,0,0.0,37,1.6019722128323652,False
440,3,1.9813008621021333,53,2.0164620681578316,False
441,0,0.0,50,14.681857270839648,False
442,1,69.23434622146333,57,3.2720699110308744,False
443,0,0.0,34,1.8478115156022763,False
444,1,3.359654817053838,57,4.80451230428701,False
445,0,0.0,42,1.135935822022121,False
446,0,0.0,57,9.6725429798524,False
447,0,0.0,43,2.0291402241537906,False
448,0,39.80441589433552,50,6.130184343152118,False
449,0,0.0,55,1.277522202296091,False
450,0,0.0,49,9.705804764521815,False
451,1,0.0,58,6.676761468626036,False
452,0,0.0,45,2.3007235343880335,False
453,0,0.0,59,2.920364896779889,False
454,1,6.151498023740995,58,6.3878788850494255,False
455,0,0.0,56,5.420830704736244,False
456,0,0.0,40,3.2432361091848207,False
457,0,2.5826376195329743,32,0.7992252266646721,False
458,0,0.0,67,2.5131728695378817,False
459,0,0.0,66,3.8561171445652067,False
460,0,0.0,55,3.384992227760633,False
461,0,3.2758375881767163,53,7.98411748340482,False
462,1,3.044955053678856,66,6.546671430141355,False
463,1,4.360207596504513,67,6.193027130776536,False
464,0,0.0,6,0.4172989653283911,False
465,0,3.283395243054406,43,1.906487716425931,False
466,0,1.5657575839836384,30,0.796165689313326,False
467,1,7.165030016266094,65,5.508448572183522,False
468,0,0.0,64,1.1719543501882086,False
469,2,0.0,50,6.700073673347149,False
470,0,0.0,27,5.076226902094636,False
471,0,9.647020741226044,66,10.93532945637556,False
472,0,0.0,50,3.0220730593235494,False
473,1,32.12083498328509,38,13.482827766366954,False
474,1,1.7883016352774215,64,5.498344394862473,False
475,0,0.0,33,3.567060815286755,False
476,0,0.0,54,1.1897888564420391,False
477,0,0.0,38,0.6051701807271395,False
478,2,8.240630492970693,77,2.457749594353479,False
479,0,0.0,35,1.4761910146530677,False
480,2,0.0,53,8.609949750135701,False
481,0,0.0,34,0.8302479134041729,False
482,0,8.658478131700196,72,4.419547168668215,False
483,0,0.0,29,0.18391198255611682,False
484,0,8.342261370440054,32,1.1673247497250137,False
485,0,0.0,29,0.9533938778479533,False
486,0,3.9144571156612074,59,3.1845666669049715,False
487,0,0.0,59,6.552730380582147,False
488,0,0.0,39,1.9719111952562784,False
489,2,10.033651598688671,43,9.4973999246448,False
490,0,0.0,41,1.408270848002584,False
491,1,0.8903589066146593,60,10.236837876572915,False
492,0,10.05922467029625,55,7.827229065041216,False
493,0,0.0,51,0.13429719069050042,False
494,0,23.618340190903545,49,11.217138621751639,False
495,1,6.156997112463062,61,6.070299112871164,False
496,0,0.0,53,2.4790691542965533,False
497,0,0.0,27,1.2045470585832803,False
498,0,19.158818599398202,53,12.035587819041337,False
499,0,0.0,52,10.593474320877077,False
500,0,0.0,34,1.7494997654556503,False
501,0,1.031402899963794,27,1.3132584876388516,False
502,0,0.0,26,0.2008767301099884,False
503,2,0.0,30,1.3858580838559376,False
504,0,0.0,40,0.5145351022383179,False
505,0,1.4688670397450714,44,0.2557925043924209,False
506,1,0.0,51,2.4886975457832627,False
507,0,0.0,42,1.0121265818971141,False
508,1,0.7935758840153339,47,10.584378951129818,False
509,0,0.0,44,1.5142493446784997,False
510,0,1.1174332845314898,30,5.740258643873448,False
511,0,0.0,47,3.8130764286884196,False
512,0,63.96458687769665,60,6.531420766482201,False
513,0,0.0,48,0.9502251078938254,False
514,0,3.773858907831264,60,9.120015645627554,False
515,0,0.0,56,8.949050909299789,False
516,1,41.72869587748964,52,8.280588639857426,False
517,0,0.0,45,1.1985560547676366,False
518,0,0.0,37,1.272839306056354,False
519,0,1.002962287153578,53,3.5299821085879253,False
520,0,0.0,36,3.519557997588752,False
521,0,1.0486107052956897,51,3.360589859459716,False
522,0,0.0,51,0.45533753331980537,False
523,1,11.77562366958863,55,8.663871112933334,False
524,0,0.0,54,1.1914366892220714,False
525,0,0.0,49,3.327264028647342,False
526,0,0.0,57,2.817910635395928,False
527,0,95.36423974265499,67,7.339900489030508,False
528,0,2.3525405338337118,41,1.1565642226370947,False
529,0,0.0,27,0.532015385584252,False
530,0,0.0,38,1.197280216293184,False
531,0,0.0,43,2.058734153518942,False
532,0,0.0,51,6.124063352269865,False
533,0,1.524313193984377,38,1.5524103759673666,False
534,0,0.0,32,1.5827438830351397,False
535,0,0.0,68,5.863376433990595,False
536,0,0.0,51,9.534568429017506,False
537,0,0.0,21,2.381911537452957,False
538,0,0.0,51,6.753787729027106,False
539,2,0.0,24,2.9476344617280326,False
540,0,0.0,46,1.9610241448841979,False
541,1,1.8906622517131304,38,0.9188017824895428,False
542,2,1.6013048106610352,59,7.389256073731749,False
543,0,6.176501454763724,54,14.769597387657255,False
544,0,0.0,44,0.5935619026328531,False
545,0,0.0,30,2.0055600485218816,False
546,0,0.0,39,2.4544875404853235,False
547,0,0.0,37,0.466750050619861,False
548,0,0.0,56,2.741965448070654,False
549,0,0.0,31,0.2832400275733625,False
550,0,0.0,34,0.0636074204606043,False
551,0,0.0,61,4.547680739522389,False
552,0,0.0,34,1.0547693152961952,False
553,1,0.01940677970217163,48,3.748785415500043,False
554,0,49.76874832697993,56,12.692674819165527,False
555,0,24.977521236272203,44,9.471747598230449,False
556,0,1.6638317983122788,39,1.7321641129848073,False
557,0,477.3439246692368,45,13.693282157080755,False
558,0,0.0,13,3.6894726107341116,False
559,0,0.0,42,2.6907181090241967,False
560,0,0.0,42,3.1034319054111306,False
561,0,0.0,36,1.0047348847348672,False
562,3,0.5226969372499415,51,5.668165810702249,False
563,2,19.979757116653015,53,5.492155397444778,False
564,0,0.0,41,0.9525909741087489,False
565,0,0.0,57,2.9567209093765885,False
566,1,20.1406503138674,48,2.6157426492138045,False
567,0,0.0,60,3.4896625655327727,False
568,0,0.0,35,2.570987438801325,False
569,0,0.0,37,0.7415768911737236,False
570,0,81.86471197281827,53,15.828015740109915,False
571,0,0.0,38,0.4608258375620421,False
572,0,4.464128196380862,65,3.582545300768024,False
573,2,0.0,40,0.46167306500854477,False
574,0,0.0,38,1.3906591482177666,False
575,0,0.0,32,0.3670894987736235,False
576,1,2.658149269662791,41,2.6249967996444816,False
577,0,0.0,25,0.4554889593292807,False
578,0,0.0,52,0.5888053188434708,False
579,1,12.37696967633897,42,12.569642909704049,False
580,2,0.0,32,0.40966408746173294,False
581,0,0.0,57,0.6833045385328408,False
582,0,6.985012730480778,68,3.7972165207868396,False
583,4,61.81197129496753,48,11.484125834102185,False
584,0,44.773089180656065,26,2.502968845987408,False
585,2,0.0,53,2.698005920137743,False
586,1,32.7249371522508,52,4.564290926825645,False
587,0,157.12912529535407,35,13.092805784074349,False
588,0,9.518665330085074,51,8.204380278780201,False
589,0,0.0,61,6.2949093263485025,False
590,1,20.804755626512915,73,6.9956934432771565,False
591,0,6.214101883146615,27,2.777276472634551,False
592,0,0.0,35,1.7265952780500966,False
593,1,37.61136833620075,47,10.217621028303594,False
594,0,0.0,67,4.721901645390957,False
595,0,0.0,37,1.0029340630953458,False
596,1,10.364154093115937,37,10.694209093678989,False
597,1,0.0,56,1.2248660384589876,False
598,0,0.0,57,1.66083941658473,False
599,1,3.9994075651844003,31,1.287127377409549,False
600,0,0.0,43,1.8713119581258142,False
601,0,5.065933462112063,59,11.604074862180624,False
602,0,0.0,65,3.5155573487986995,False
603,0,11.125665518939702,70,5.5596799618139805,False
604,1,2.987306222081423,66,5.257122431709917,False
605,1,4.33593592540614,43,0.5993985535955865,False
606,1,7.430064985880497,49,4.732982509667529,False
607,0,0.0,40,1.9109897100515882,False
608,0,0.0,38,1.1770276358230363,False
609,0,0.0,18,2.2448873579024653,False
610,2,2.6255202890314138,47,12.875584981102095,False
611,2,0.9070473278992177,48,9.765681003101346,False
612,1,8.94585015734977,57,4.338536508090162,False
613,0,0.0,36,2.712181459297182,False
614,0,1.434586221661689,34,0.9520993111267054,False
