Event Number,HT,MET,MR,Rsq,Invariant Mass,Sum E_T,Centrality,Sphericity,Aplanarity,Cos(Theta) Jet-MET,Delta R (Avg),Jet Multiplicity,Lepton Multiplicity,Lepton Isolated Count,Lepton Avg Isolation,Photon Isolated Count,Photon Avg Isolation,Dark Photon Produced
2091,92.97130551663783,0.0,14000.000046850695,0.0,14000.000046850695,92.97130551663783,0.0066408075146793845,48.85411971434832,15.366622754663362,0.0,5.416963227639853,129,0,0,0.0,21,6.750048525775929,False
2092,33.42796138438311,0.0,13999.999999999996,0.0,13999.999999999996,33.42796138438311,0.0023877115274559373,22.65178430933767,8.505434763960844,0.0,3.930170270336539,49,0,0,0.0,21,2.6369217690905575,False
2093,100.77952071914133,0.9284753579967375,13997.435173209366,1.9103182833744518e-06,13997.435142415634,100.77952071914133,0.007199856116652101,85.06001259813586,35.89712986097419,0.5390091581489167,4.567461562709724,125,2,0,16.13439092191246,27,9.912412912703454,False
2094,28.08782287774703,0.0,13999.999999995496,0.0,13999.999999995496,28.08782287774703,0.002006273062696862,23.30383171608665,9.943736092633996,0.0,6.496925023466842,48,0,0,0.0,31,1.2787744488312776,False
2095,30.831115987195027,0.0,13999.999999998774,0.0,13999.999999998774,30.831115987195027,0.002202222570514123,10.525035438047599,3.6035297734114997,0.0,6.433172702715702,53,0,0,0.0,23,3.1989298451774193,False
2096,139.8452801570046,0.0,14000.000000004591,0.0,14000.000000004591,139.8452801570046,0.00998894858263991,106.66941892192953,49.71820593124947,0.0,4.83780954806952,157,4,0,4.176422100172837,30,14.299113167456037,False
2097,244.51481723070273,0.0,14000.000000362083,0.0,14000.000000362083,244.51481723070273,0.01746534408745563,123.58761419469404,56.558142145853765,0.0,4.962996961364483,259,4,0,56.72257417948448,30,17.7100709752234,False
2098,38.59485534460198,0.0,14000.000000007823,0.0,14000.000000007823,38.59485534460198,0.0027567753817557437,18.30732816068107,6.0000358745560884,0.0,6.506021019414675,59,0,0,0.0,28,1.6788596289122384,False
2099,183.83829802403375,0.280921930291147,13967.601149761069,1.058858618117658e-06,13967.60114693606,183.83829802403375,0.013161730684671595,88.8397201987172,31.868686010602467,0.9771949720999544,4.930497842457607,200,2,0,24.096804560778487,30,13.092855994931169,False
2100,213.48530019345947,0.39036691557137715,13990.361425125466,1.7031115832711029e-06,13990.36141967935,213.48530019345947,0.015259452072715061,82.40154100173743,32.197379762570506,-0.9940759330106894,4.529581920632717,196,0,0,0.0,24,29.007006306018102,False
2101,40.16149648492707,0.0,14000.0000000001,0.0,14000.0000000001,40.16149648492707,0.002868678320351913,22.207918569425523,7.198804034327608,0.0,6.107153596951717,50,2,0,0.787005815088115,36,1.4615550079187591,False
2102,63.832047512056505,0.0,13999.999999957474,0.0,13999.999999957474,63.832047512056505,0.004559431965160743,39.16098147361659,16.60446997911332,0.0,5.539772342433912,92,1,0,41.202223745289714,36,4.734272792783999,False
2103,156.49326949131682,0.0,13999.999999996313,0.0,13999.999999996313,156.49326949131682,0.011178090677954146,65.9767345167183,25.495561991458644,0.0,5.12502349680622,173,0,0,361.30331469521866,26,12.106646803793836,False
2104,61.9545933655826,0.0,14000.000000009253,0.0,14000.000000009253,61.9545933655826,0.00442532809753869,37.26807754842377,17.63145226126284,0.0,5.547194210537737,97,0,0,0.0,31,4.145866363957846,False
2105,46.673325242914935,0.0,14000.000000000127,0.0,14000.000000000127,46.673325242914935,0.003333808945922465,29.89698947239444,9.175080609696977,0.0,5.965531136371553,59,4,1,0.7409458267637052,43,2.119018891767446,False
2106,204.727192489665,0.8529458314414335,13907.475798759222,3.6112732209511218e-06,13907.475772603628,204.727192489665,0.014720377237874999,149.36643275015945,69.15838412267014,-0.355480309395804,4.623742097548121,241,3,0,1.345317408451616,20,15.499264695190002,False
2107,52.90709371462716,0.0,14000.000000000036,0.0,14000.000000000036,52.90709371462716,0.0037790781224733587,45.841999900733555,19.65510953477564,0.0,4.834734602287637,75,0,0,0.0,46,5.154767471747076,False
2108,40.8356079380244,0.0,13999.999999999998,0.0,13999.999999999998,40.8356079380244,0.0029168291384303146,34.49695767362148,14.855164641911209,0.0,5.446667074211418,59,0,0,0.0,22,2.2045382057330154,False
2109,36.27440694024539,0.0,13999.99999999999,0.0,13999.99999999999,36.27440694024539,0.002591029067160387,35.03258412409396,10.70829492131423,0.0,5.1336668197444935,52,0,0,0.0,17,5.991327328207392,False
2110,133.37939754526334,0.0,13999.999923457932,0.0,13999.999923457932,133.37939754526334,0.00952709987674909,52.07146438710251,23.247165623305378,0.0,5.3935592398030945,161,4,0,15.844060510086498,18,9.278931090346688,False
2111,25.240999022862024,0.0,14000.000000258624,0.0,14000.000000258624,25.240999022862024,0.0018029285015996959,21.26470067089992,8.368196420599094,0.0,5.893806656175069,39,0,0,0.0,41,0.9825800947665093,False
2112,90.04825515951251,0.0,14000.000000002525,0.0,14000.000000002525,90.04825515951251,0.0064320182256783045,44.1231588565896,12.947330624884358,0.0,5.422396275643595,80,0,0,0.0,36,11.201773591029879,False
2113,22.08321211834969,0.0,14000.0000000676,0.0,14000.0000000676,22.08321211834969,0.0015773722941602186,9.014798065839859,3.5221054996228194,0.0,5.888155045757184,41,0,0,0.0,18,1.3927951682191588,False
2114,38.85060525062745,0.0,13999.999999996862,0.0,13999.999999996862,38.85060525062745,0.0027750432321882973,22.17176910760157,8.870179775217048,0.0,6.427768404878205,65,0,0,0.0,34,2.6229042009765773,False
2115,59.23550522078573,0.0,14000.000000000166,0.0,14000.000000000166,59.23550522078573,0.004231107515770359,45.18386643825583,19.905214512641187,0.0,5.395945415835205,92,0,0,0.0,27,3.821355655150549,False
2116,369.85731231215124,0.0,13999.999999951237,0.0,13999.999999951237,369.85731231215124,0.026418379450959963,191.7048751062678,89.13178082660374,0.0,4.630545478243553,322,6,1,137.33283323471218,22,23.794656045146198,False
2117,58.633754018427474,0.0,14000.000005325677,0.0,14000.000005325677,58.633754018427474,0.004188125285437348,46.78321104134379,18.501539115081236,0.0,5.059130226790212,94,0,0,0.0,34,4.681284911134543,False
2118,87.32598235241639,0.0,13999.99999999842,0.0,13999.99999999842,87.32598235241639,0.006237570168030447,45.84569642262876,19.197851530226973,0.0,5.316661357576254,106,6,0,10.384092550157554,35,3.0580286077367917,False
2119,43.57388820200999,0.0,13999.999999345826,0.0,13999.999999345826,43.57388820200999,0.0031124205860032896,28.433292361000703,13.651001076865228,0.0,5.293013531925581,51,2,0,1.9471475358366928,25,2.9055119979310544,False
2120,88.76343778226563,0.0,13999.999999965854,0.0,13999.999999965854,88.76343778226563,0.00634024555589158,47.16365491669725,19.035196835112952,0.0,5.196051877296131,111,4,0,15.456199634148657,35,6.662294106897747,False
2121,156.0207227120669,2.223744433929673,13878.728900935046,7.204896815715625e-06,13878.728722783308,156.0207227120669,0.011241290544640134,99.53909066029664,44.904316581405396,-0.7220999049902506,5.020002940223265,196,2,0,6.439865682342166,21,11.743723982279478,False
2122,92.778630305855,0.0,14000.000000000193,0.0,14000.000000000193,92.778630305855,0.006627045021846694,83.86498601266729,36.428056522858625,0.0,4.734387201559875,129,4,0,56.511057441270836,34,8.864399979629447,False
2123,92.53630994263631,0.0,14000.000000021288,0.0,14000.000000021288,92.53630994263631,0.0066097364244639715,55.558412897491905,16.5907232114905,0.0,5.0766386552223315,94,0,0,0.0,35,6.601801166076161,False
2124,201.76896791193704,0.2893636771620991,13996.391393122793,1.1921371488036825e-06,13996.391390131617,201.76896791193704,0.01441578443925157,102.04743374311494,47.953573629085035,0.4535721995656149,4.831134296670191,236,4,0,14.418038915264665,23,11.538347091221027,False
2125,103.81520332642464,0.0,13999.999999975147,0.0,13999.999999975147,103.81520332642464,0.007415371666186352,61.567319868358666,23.173441032065877,0.0,4.9550792335269636,137,4,1,3.457243035081548,23,8.468211154421498,False
2126,70.36243511808182,0.0,13999.999999999649,0.0,13999.999999999649,70.36243511808182,0.005025888222720256,45.681128114182755,19.841432826965466,0.0,5.297367401229331,85,0,0,0.0,29,4.473793360551126,False
2127,131.35101116255362,0.0,14000.000000376474,0.0,14000.000000376474,131.35101116255362,0.009382215082787247,71.20774138325336,29.259642825325415,0.0,5.180838527066859,132,4,0,8.801529129356735,37,6.420210587533875,False
2128,123.70377952968407,1.2293740927159793,13979.97966827885,3.1125328043481914e-06,13979.979614224383,123.70377952968407,0.008848628996316457,71.80594258212457,31.96920116868487,-0.4876239329211614,4.9964098879670376,157,1,0,0.8176042282621655,29,10.601672122154891,False
2129,151.00415329791565,0.0,13999.999999980448,0.0,13999.999999980448,151.00415329791565,0.010786010949866181,100.68275627702265,45.48128271381928,0.0,4.897625123791666,188,6,0,79.10059802223583,26,10.773043353256272,False
2130,215.9468389186718,0.11863241052069119,13999.868248516183,5.228321679668158e-07,13999.868248013547,215.9468389186718,0.01542491936949121,129.55054237232866,62.07170184193689,0.7869823294063119,5.003776888212081,264,0,0,0.0,17,13.118086454946502,False
2131,329.31623202868326,0.0,14000.000000086702,0.0,14000.000000086702,329.31623202868326,0.023522588001903127,190.2036428370688,87.46350534169684,0.0,4.532110279062647,335,8,0,88.3611380981454,11,29.810116950447515,False
2132,261.3959391218722,0.0,14000.000000010998,0.0,14000.000000010998,261.3959391218722,0.01867113850869049,129.4236003291436,61.13047017915031,0.0,4.591797649296479,258,2,0,0.18301266453851228,14,22.12176573856222,False
2133,167.65714901305392,0.0,13999.99999999831,0.0,13999.99999999831,167.65714901305392,0.011975510643791012,108.51808185101409,45.14347273469589,0.0,4.675625474685803,209,0,0,0.0,20,14.7182137727312,False
2134,182.66591745221731,0.0,14000.000001440185,0.0,14000.000001440185,182.66591745221731,0.013047565530959029,108.98685732934688,50.62756075050442,0.0,4.968300948657465,213,0,0,0.0,29,16.965593076634107,False
2135,256.7123647438758,0.061267972997053825,13999.865377303086,3.20990790167434e-07,13999.865377169022,256.7123647438758,0.01833677380574342,162.4572889956488,74.20711966106032,0.9333809402898946,4.630712528434294,298,2,0,31.30101250342196,9,19.045231106708773,False
2136,58.333900795520776,0.0,13999.999999863796,0.0,13999.999999863796,58.333900795520776,0.004166707199720593,22.997831993927395,10.944890446046458,0.0,5.963077404084142,95,2,0,3.1133994625671555,38,4.65751272664624,False
2137,98.5518828522646,0.0,14000.000000042297,0.0,14000.000000042297,98.5518828522646,0.007039420203711918,51.7627727306554,23.653129997304045,0.0,5.297549291216554,147,0,0,0.0,25,7.737277871954537,False
2138,38.489753561496265,0.0,13999.999999953081,0.0,13999.999999953081,38.489753561496265,0.002749268111544661,30.27734051192302,12.877924095566533,0.0,5.831292852040969,61,2,1,0.0,35,1.5821434087205206,False
2139,37.89942312304454,0.0,14000.000000001128,0.0,14000.000000001128,37.89942312304454,0.0027071016516458206,13.020561774539543,5.497578627119923,0.0,6.297823346623154,51,0,0,0.0,33,1.9062429600969284,False
2140,22.630879392326275,0.0,13999.999999795271,0.0,13999.999999795271,22.630879392326275,0.0016164913851898013,21.286890181326875,8.574166541298993,0.0,6.23250981355223,42,0,0,0.0,30,1.00926641416361,False
2141,163.0594028409573,0.0,14000.000000046623,0.0,14000.000000046623,163.0594028409573,0.011647100202886734,86.82741368300745,41.3210359275384,0.0,4.873542283585472,197,0,0,0.0,18,11.559584780714713,False
2142,44.965855980325465,0.0,13999.999991158302,0.0,13999.999991158302,44.965855980325465,0.0032118468577659745,35.802456453294255,16.48979817549076,0.0,4.510779074382232,60,2,0,0.7615542485428548,28,5.728399936190979,False
2143,132.26698127628936,0.0,13999.999999461383,0.0,13999.999999461383,132.26698127628936,0.00944764152009843,94.73120991023006,37.26784846452475,0.0,5.024915940911194,189,7,0,96.06999290068993,20,11.445666380147072,False
2144,129.0627886927522,0.5523129084880731,13997.623282238425,1.4552500648186154e-06,13997.623271341949,129.0627886927522,0.009220335801277046,70.7893841963808,24.492810113461267,-0.040628189887036266,4.821824354867401,165,4,0,4.4175087391419305,18,10.45117063314677,False
2145,101.27881012986501,0.0,14000.000000015598,0.0,14000.000000015598,101.27881012986501,0.007234200723553726,71.62799464116588,32.25981628244272,0.0,4.8840156774431,136,2,0,3.128116223268933,22,10.33328706154419,False
2146,26.029051988442315,0.0,14000.000000002414,0.0,14000.000000002414,26.029051988442315,0.0018592179991741306,14.61127798909288,4.144747720084036,0.0,6.037679040218622,45,1,1,0.0,26,2.642172897141175,False
2147,119.38386510244335,0.0,13999.999999992931,0.0,13999.999999992931,119.38386510244335,0.008527418935893117,101.99209384302006,41.56414263030671,0.0,4.586991072066638,157,2,0,2.247699782770542,23,8.19567542806224,False
2148,65.38849230231206,0.0,14000.000000017477,0.0,14000.000000017477,65.38849230231206,0.00467060659301646,37.184233188931564,15.261460433465142,0.0,5.459159340801115,68,0,0,0.0,26,12.009947416955479,False
2149,33.2799934643732,0.0,13999.999999999274,0.0,13999.999999999274,33.2799934643732,0.0023771423903124946,21.3009966142791,9.868793508629697,0.0,5.590230265105955,51,0,0,0.0,30,1.8880919523087336,False
2150,197.18000890461826,0.0,13999.999729048075,0.0,13999.999729048075,197.18000890461826,0.014084286622913058,114.66038487219117,47.69024158638303,0.0,4.846944888850246,247,4,0,14.255304374640476,19,11.697036931623332,False
2151,23.087776879917595,0.0,14000.000000241782,0.0,14000.000000241782,23.087776879917595,0.0016491269199656333,11.531327681096053,4.388697382873794,0.0,6.47413064018217,37,0,0,0.0,16,3.0754741703936803,False
2152,91.10028346196229,0.0,14000.000000049797,0.0,14000.000000049797,91.10028346196229,0.006507163104402733,37.08827038493697,14.121185903766847,0.0,5.135519425709717,109,0,0,0.0,27,9.090721181794303,False
2153,56.91423338399574,0.0,13999.999999999978,0.0,13999.999999999978,56.91423338399574,0.004065302384571131,17.99980697700436,4.607890677594719,0.0,5.495041552000659,51,0,0,0.0,17,3.339558531247845,False
2154,32.204626154998394,0.0,13999.999999998608,0.0,13999.999999998608,32.204626154998394,0.002300330439642971,11.968786741765127,5.105892296227361,0.0,6.581359453321026,43,2,0,6.98247756056849,28,1.206556450116966,False
2155,174.10476428590954,0.44735551225947834,13988.623882300479,1.592111404690991e-06,13988.623875147276,174.10476428590954,0.012446163991081663,89.7710848368334,34.39412891829604,-0.2741751893851206,4.834612174786823,196,0,0,0.0,17,15.319248310397253,False
2156,91.69593157557505,0.2858364858477998,13982.742604868474,5.362199845962248e-07,13982.742601946928,91.69593157557505,0.0065577880130527405,75.11360833443598,32.11057545434667,0.9814630599683746,4.816959765160856,112,5,1,13.918050959874606,31,6.240921647034849,False
2157,64.4620649878484,0.0,13999.999999989723,0.0,13999.999999989723,64.4620649878484,0.004604433213421123,42.422693926075624,17.905377835473963,0.0,5.192145433254199,103,5,1,9.870318894855016,46,4.61507266498186,False
2158,132.37349929490003,0.0,13999.999996552351,0.0,13999.999996552351,132.37349929490003,0.009455249951964171,65.13021007000889,30.327848133526455,0.0,5.256510936003218,159,4,0,128.44811727678467,27,7.939330460569012,False
2159,70.10776738847291,0.0,14000.000000000067,0.0,14000.000000000067,70.10776738847291,0.0050076976706051836,72.68173884835346,34.14042711740166,0.0,4.573388704091154,96,0,0,0.0,40,9.674758524883705,False
2160,244.60162696681036,0.0,14000.000000443175,0.0,14000.000000443175,244.60162696681036,0.01747154478279053,140.51465187869985,63.64533841900757,0.0,4.718306935246982,271,2,0,7.487329183640718,21,19.903882820614268,False
2161,237.71657663556286,0.0,13999.999999990818,0.0,13999.999999990818,237.71657663556286,0.016979755473979913,112.53891408794931,47.83956235599918,0.0,4.882878605475031,262,2,0,35.37707048949423,23,17.170607817264358,False
2162,141.02693840942297,0.0,14000.000000001464,0.0,14000.000000001464,141.02693840942297,0.010073352743529159,91.15659425020378,37.57644586924707,0.0,4.927471471451634,162,2,0,0.14710490779042262,35,15.330017698415544,False
2163,90.31518759565552,0.0,13999.999999837773,0.0,13999.999999837773,90.31518759565552,0.006451084828335861,45.51446319304489,17.442845599745205,0.0,5.433837791663982,107,0,0,0.0,41,6.174069525828388,False
2164,139.4062490126364,0.0,14000.000000064385,0.0,14000.000000064385,139.4062490126364,0.009957589215142521,65.61923281940318,29.957716244470355,0.0,5.180420903650134,161,6,0,38.869758839562735,31,12.338459173958107,False
2165,12.383209453217566,0.0,13999.999997125862,0.0,13999.999997125862,12.383209453217566,0.0008845149611256989,10.477393637467387,2.781066874744675,0.0,6.658458511736921,21,0,0,0.0,13,0.5577291039970562,False
2166,246.44603781051725,0.0,14000.000000037791,0.0,14000.000000037791,246.44603781051725,0.01760328841498943,186.91821991594426,90.83062386201841,0.0,4.5147838184870155,267,0,0,0.0,21,18.004515028713183,False
2167,59.735132012545805,0.0,13999.999999966623,0.0,13999.999999966623,59.735132012545805,0.004266795143763444,39.644037290045844,14.733813639728982,0.0,5.154483525961725,57,0,0,0.0,29,4.9723438771041,False
2168,28.665557110114154,0.0,13999.99999999941,0.0,13999.99999999941,28.665557110114154,0.0020475397935796687,14.905736302524073,5.411002157570676,0.0,6.186350925906393,57,0,0,0.0,26,1.7766785203456925,False
2169,71.72068331491288,0.0,14000.00000050863,0.0,14000.00000050863,71.72068331491288,0.005122905950879087,34.266281276660294,14.561382502892998,0.0,5.649745947029086,103,2,0,9.354557141691782,28,3.7884780697956297,False
2170,45.65683500766974,0.0,13999.999999999894,0.0,13999.999999999894,45.65683500766974,0.003261202500547863,17.958299843950506,5.808547946988088,0.0,5.808008336490648,68,0,0,0.0,31,4.938872110417043,False
2171,312.09595189994735,0.0,13999.999999980851,0.0,13999.999999980851,312.09595189994735,0.02229256799288387,174.74385926490896,79.59213766457623,0.0,4.651081056450176,321,4,0,28.637506052922095,12,25.144038891702635,False
2172,21.88570146417122,0.0,13999.999999999804,0.0,13999.999999999804,21.88570146417122,0.0015632643902979662,13.908611299171936,5.768735351698602,0.0,6.222441826298923,40,2,0,7.670185142336007,19,1.1992257035581744,False
2173,125.84445241578076,0.669800836975986,13999.313327179012,1.7203875256645626e-06,13999.313311155614,125.84445241578076,0.008989330366948215,36.39252503832573,14.972229028617047,-0.6191238916565227,5.039255816425341,103,5,1,56.39914019133874,28,10.005923640568497,False
2174,97.0615859542088,0.0,13999.999999999118,0.0,13999.999999999118,97.0615859542088,0.006932970425301065,54.64896707765975,23.722951859160574,0.0,5.2972461578059695,139,0,0,0.0,31,7.520134837332524,False
2175,47.416288155520704,0.0,14000.000000041813,0.0,14000.000000041813,47.416288155520704,0.0033868777253842205,18.52719600703864,8.048683222223838,0.0,5.377461556070043,62,0,0,0.0,31,3.8879343280429164,False
2176,92.2171885881832,0.0,13999.99999989111,0.0,13999.99999989111,92.2171885881832,0.006586942042064318,52.590070754696384,20.264147030969372,0.0,5.452399846191468,102,0,0,0.0,38,4.259642255302757,False
2177,124.71408932825335,0.0,14000.0000009512,0.0,14000.0000009512,124.71408932825335,0.008908149237127136,85.25885384054776,39.561795808733066,0.0,4.846186103604859,160,0,0,0.0,25,9.737085483278717,False
2178,47.15713538558347,0.0,14000.00001211252,0.0,14000.00001211252,47.15713538558347,0.003368366810341719,22.790875133084096,10.803898800377175,0.0,5.706962948759016,80,2,0,1.3936357643608088,36,3.9250927166225615,False
2179,96.68912022229408,0.0,13999.999999983502,0.0,13999.999999983502,96.68912022229408,0.006906365730172001,54.578155496776226,24.46186837034509,0.0,5.350237082088228,112,2,0,19.630125476226663,35,5.201046527930219,False
2180,101.1339386015613,0.0,13999.999999995352,0.0,13999.999999995352,101.1339386015613,0.007223852757256777,86.76598364008701,40.30624481976174,0.0,4.83531795444716,160,2,0,5.157988569550097,30,7.109876711897293,False
2181,49.56497336204864,0.0,14000.00000000095,0.0,14000.00000000095,49.56497336204864,0.003540355240146091,31.929960717259632,14.80915400382976,0.0,4.75951199514997,63,2,0,37.697621706648064,26,5.840552947662485,False
2182,105.17309955041658,0.0,14000.000000030095,0.0,14000.000000030095,105.17309955041658,0.0075123642535850355,60.50897850541041,27.451636096434296,0.0,4.900141393865517,160,2,0,2.177399556013168,25,6.681505163180174,False
2183,117.95420066781662,0.0,14000.00000004989,0.0,14000.00000004989,117.95420066781662,0.008425300047671164,99.19361813045785,38.46182410927651,0.0,4.825694642539449,156,0,0,0.0,37,11.142680041766907,False
2184,92.14715864200058,0.0,14000.000000115568,0.0,14000.000000115568,92.14715864200058,0.006581939902945708,58.987163025219175,21.215753934598677,0.0,5.233496379740903,120,2,0,52.683113288882424,37,5.087887854945381,False
2185,97.37739652059838,0.02568670127962401,13999.534449512283,5.10504175280291e-08,13999.534449488718,97.37739652059838,0.0069557596231575305,44.61946566013091,17.634947737485362,0.8431355106199746,4.960675299860952,141,3,0,6.14429444823163,35,8.005057248617755,False
2186,60.501178831260994,0.0,13999.999999751773,0.0,13999.999999751773,60.501178831260994,0.004321512773738122,46.6743994705891,20.971914307483992,0.0,4.99161382537778,90,1,1,0.0,37,4.391244960276256,False
2187,210.17307302719286,0.0,14000.00000003555,0.0,14000.00000003555,210.17307302719286,0.015012362359047083,82.09141033682411,36.10180230873178,0.0,4.795018510056381,212,4,0,2.3520814404365553,20,16.11822653692343,False
2188,64.18200330857846,0.0,14000.000000007525,0.0,14000.000000007525,64.18200330857846,0.00458442880775314,25.77861848054104,12.301605697817518,0.0,5.531723672100326,92,0,0,0.0,28,6.736321763134927,False
2189,79.24683598001432,1.1647031734972644,13995.44545733323,1.8848801009900015e-06,13995.445408869839,79.24683598001432,0.005662330098815714,27.582699415278213,11.982355788168384,0.2352138841291509,5.702155470008921,80,2,0,21.45856893201325,34,3.9477662176266386,False
2190,71.71713717867695,0.46410697899653386,13999.3832969849,6.793338049821384e-07,13999.383289291873,71.71713717867695,0.005122878317357585,36.51569462030757,15.477793801310217,0.46721430594169217,5.086152982629624,90,4,0,30.763772384406536,29,7.910336970143034,False
2191,21.358488821772998,0.0,13999.999999997774,0.0,13999.999999997774,21.358488821772998,0.0015256063444125997,11.569406440251692,3.7173142758409456,0.0,6.290332449019214,43,2,0,4.402664695353457,21,1.1902370649944407,False
2192,31.268731279965593,0.0,14000.00000007384,0.0,14000.00000007384,31.268731279965593,0.002233480805700048,31.711747388763957,12.065078237495726,0.0,5.624260457191273,45,0,0,0.0,33,1.0848484618560472,False
2193,75.3256363511465,0.0,14000.000000003518,0.0,14000.000000003518,75.3256363511465,0.005380402596509112,38.102266885412874,15.009790875510248,0.0,5.419477123235478,116,2,0,8.090820885143453,22,4.704637820604935,False
2194,32.43841059688848,0.0,14000.000000000002,0.0,14000.000000000002,32.43841059688848,0.002317029328349177,29.753147529017426,14.00781893195488,0.0,5.419430384525306,58,2,0,6.620215564788175,24,0.6675593619319616,False
2195,81.061040930929,0.0,14000.00000000321,0.0,14000.00000000321,81.061040930929,0.005790074352207886,65.80056470027412,30.93363724105053,0.0,4.99233210365846,121,0,0,0.0,31,4.901677847332093,False
2196,65.68857176518985,0.5348879982207028,13999.295825354164,7.17133948599376e-07,13999.295815135609,65.68857176518985,0.004692276850887727,50.137428885791095,22.47353234331017,-0.6432958949900702,4.959641863028489,79,5,0,12.998746499587018,28,8.481738300059225,False
2197,139.59931615914778,0.0,14000.000000000515,0.0,14000.000000000515,139.59931615914778,0.009971379725653045,92.03637688561835,38.702295558700875,0.0,4.576721098397972,189,4,0,13.234232097873946,23,11.917222608793463,False
2198,183.25317051946476,0.0,14000.00000002219,0.0,14000.00000002219,183.25317051946476,0.013089512179941021,128.04476929381195,61.42886426304102,0.0,4.958590801399992,228,4,0,3.6369547130132083,30,13.470384568526299,False
2199,110.44992106977385,0.0,13999.999999986285,0.0,13999.999999986285,110.44992106977385,0.007889280076420147,101.31537104354501,42.26951270815532,0.0,4.617390666627772,132,0,0,0.0,31,9.523713017753497,False
2200,210.78817151967635,0.0,14000.00000381931,0.0,14000.00000381931,210.78817151967635,0.015056297961583691,136.1352305400759,60.14049523215977,0.0,4.708120715515916,217,2,0,76.98024115157911,21,13.983226852033884,False
2201,119.5238445590479,0.0,13999.999999366568,0.0,13999.999999366568,119.5238445590479,0.008537417468889698,66.42621749810293,29.099807273167812,0.0,5.002256278302608,162,2,0,1.0443512475922663,21,7.918203671080896,False
2202,82.05600853883938,0.0,13999.999999991378,0.0,13999.999999991378,82.05600853883938,0.005861143467063565,49.526691976845996,19.783018659938385,0.0,5.003318865795296,113,0,0,0.0,35,4.66988487258075,False
2203,25.965967977522073,0.0,13999.99999967,0.0,13999.99999967,25.965967977522073,0.0018547119984381518,9.242116154510658,3.7235606757511657,0.0,6.62144417673979,46,0,0,0.0,26,0.9442733570434515,False
2204,70.36049552851459,0.0,14000.000001022307,0.0,14000.000001022307,70.36049552851459,0.005025749680241195,50.17398368021349,21.509052760405307,0.0,5.373515358043619,102,0,0,0.0,31,5.5690493320644165,False
2205,141.1769370873751,0.0,13999.9999999495,0.0,13999.9999999495,141.1769370873751,0.010084066934848883,115.58034888843872,47.30604278237832,0.0,4.891229502453437,167,4,0,5.0524456832295,18,10.247638857805986,False
2206,101.65290417774973,0.0,13999.999999671094,0.0,13999.999999671094,101.65290417774973,0.007260921727152707,93.0567438600394,36.41288966331988,0.0,4.808021006576319,123,3,0,52.60254857275305,35,9.888367654762046,False
2207,45.10086390117611,0.0,14000.000000000011,0.0,14000.000000000011,45.10086390117611,0.0032214902786554343,37.01332324419775,12.845460115743762,0.0,5.242395180319791,57,0,0,0.0,36,4.091759235305589,False
2208,50.469303651752725,0.0,14000.00000000025,0.0,14000.00000000025,50.469303651752725,0.003604950260839416,20.492920558922425,8.376034856823837,0.0,5.804083174601766,81,2,1,0.0,29,3.985448174209153,False
2209,28.434594060543912,0.0,14000.000000043985,0.0,14000.000000043985,28.434594060543912,0.0020310424328896124,18.570982500872045,6.058268327943665,0.0,5.743184106627894,42,2,0,2.8091671686294433,25,4.900956849516486,False
2210,176.86080568944416,0.0,13999.99999997349,0.0,13999.99999997349,176.86080568944416,0.012632914692127076,87.29697364192052,37.17056279785889,0.0,5.13879761229342,188,2,0,13.027117810209816,22,13.550257409680043,False
2211,88.93428132140734,0.0,14000.000000239517,0.0,14000.000000239517,88.93428132140734,0.00635244866570613,53.955567122995156,23.228300703802006,0.0,5.342929015815281,120,2,0,1.364647438944233,35,8.096230893599557,False
2212,234.90925113273065,0.0,14000.000000007527,0.0,14000.000000007527,234.90925113273065,0.016779232223757455,120.09215041611179,56.538203630422124,0.0,4.709450241748624,237,9,1,5.136133857604791,16,17.45165388199261,False
2213,27.05413805572111,0.0,13999.999999996166,0.0,13999.999999996166,27.05413805572111,0.0019324384325520372,15.129546175485483,5.697682114518696,0.0,5.441584705904908,44,0,0,0.0,18,1.694120581525424,False
2214,80.20135830800459,0.0,14000.000000267584,0.0,14000.000000267584,80.20135830800459,0.005728668450462263,49.8724005444227,18.95136147452964,0.0,5.040069249009948,111,0,0,0.0,33,4.140870693658441,False
2215,52.94586907653406,0.0,14000.00000020724,0.0,14000.00000020724,52.94586907653406,0.0037818477911250223,31.17426084326758,13.159275224409091,0.0,5.312375701141107,77,0,0,0.0,33,2.490319140134933,False
2216,279.164942052442,0.0,13999.999999991738,0.0,13999.999999991738,279.164942052442,0.019940353003757624,178.20598169310625,82.54502361581831,0.0,4.577194055088277,306,8,0,18.049694155664117,12,26.27258397451017,False
2217,60.18246159234679,0.0,13999.9999999999,0.0,13999.9999999999,60.18246159234679,0.00429874725659623,31.027932757824225,10.389548883847171,0.0,5.307854316033819,70,2,0,9.53906408890265,23,4.984759800769596,False
2218,26.20478178610683,0.0,13999.999999962904,0.0,13999.999999962904,26.20478178610683,0.0018717701275840191,12.118585172532867,3.5989265721693595,0.0,6.4309511898657785,51,0,0,0.0,28,1.3517576645757192,False
2219,254.34343020064648,0.0,14000.000019172385,0.0,14000.000019172385,254.34343020064648,0.018167387846595308,134.95719006578042,57.740282781562584,0.0,4.789809227139891,257,0,0,0.0,13,27.59269592511025,False
